id,imdb_id,title_orig,title_pt,year,country,director,duration,genres,poster_path,overview,era,streaming,streaming_checked_at
179144,tt2358891,The Great Beauty,A Grande Beleza,2013,Itália / França,Paolo Sorrentino,142,Drama,/7suf0vaQfv5E7X1GVh4HJwK90yo.jpg,"Vencedor do Oscar de Melhor Filme Estrangeiro, este conto à la Fellini de decadência e amor perdido encontra um jornalista envelhecido na Itália relembrando seus dias em meio à exuberante vida noturna de Roma após seu 65º aniversário.",XXI,,2026-07-31
1391,tt0245574,Y Tu Mamá También,E Sua Mãe Também,2001,México,Alfonso Cuarón,106,Drama; Romance,/aj3rqjab8jfc2fWmcS3H3c5qbur.jpg,"Tenoch e Julio são dois adolescentes de 17 anos que são controlados pelos seus hormônios e desejam se tornar adultos rapidamente. Em uma tarde festiva eles encontram Luisa, uma garota espanhola 11 anos mais velha que eles e que é casada com o primo de Tenoch. Eles a convidam para uma viagem à praia de Boca del Cielo, convite este inicialmente recusado e posteriormente aceito, após Luisa receber uma desagradável notícia. Porém, tanto Julio quanto Tenoch não conhecem o caminho até a praia e nem mesmo se ela realmente existe, fazendo com que os três se aventurem em uma viagem onde inocência, sexualidade e amizade irão colidir.",XXI,,2026-07-31
72976,tt0443272,Lincoln,Lincoln,2012,EUA,Steven Spielberg,150,História; Drama,/7mUYEkv9W3ek61eetZCfMQYVoi.jpg,"O filme se passa durante a Guerra Civil norte-americana, que acabou com a vitória do Norte. Ao mesmo tempo em que se preocupava com o conflito, o o 16º presidente norte-americano, Abraham Lincoln, travava uma batalha ainda mais difícil em Washington. Ao lado de seus colegas de partido, ele tentava passar uma emenda à Constituição dos Estados Unidos que acabava com a escravidão.",XXI,,2026-07-31
1949,tt0443706,Zodiac,Zodíaco,2007,EUA,David Fincher,157,Crime; Mistério; Thriller,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,"Durante os anos 60 e 70, o medo aumenta em São Francisco com os ataques de um assassino maníaco chamado Zodíaco. Investigadores e jornalistas tentam descobrir a identidade do assassino e levá-lo à justiça. Enquanto isso, Zodíaco provoca as autoridades com mensagens crípticas, cifras e telefonemas ameaçadores.",XXI,Max; Telecine,2026-07-31
37903,tt1149362,The White Ribbon,A Fita Branca,2009,Áustria / Alemanha / França,Michael Haneke,144,Drama; Mistério,/54dlnGDexrwAFlDb8HWKfmmX4LB.jpg,"1913. Em um vilarejo no norte da Alemanha vivem as crianças e adolescentes de um coral, dirigido por um professor primário. Um estranho acidente com o médico, cujo cavalo tropeça em um arame afiado, faz com que uma busca pelo responsável seja realizada. Outros estranhos eventos continuam a acontecer, tudo durante os anos anteriores à Primeira Guerra Mundial, parecendo ser punições rituais. Quem seria o responsável?",XXI,Reserva Imovision,2026-07-31
209274,tt2718492,Ida,Ida,2013,Polônia / Dinamarca,Paweł Pawlikowski,82,Drama,/oFrwnliM6TtAyWo6nIP8YpJbIvi.jpg,"Anna é uma órfã criada por freiras. Sua mestre lhe conta que, antes de completar seus votos, ela deve encontrar sua família, então ela vai visitar Wanda, sua única parente viva, antes que esta venha a falecer. Wanda diz a Anna que ela é judia, então as duas mulheres iniciam uma viagem, não só para encontrar a sua trágica história de família, mas para saber quem elas realmente são e aonde pertencem.",XXI,,2026-07-31
152601,tt1798709,Her,Ela,2013,EUA,Spike Jonze,126,Romance; Ficção científica; Drama,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,"Em um futuro próximo, um escritor solitário desenvolve um relacionamento improvável com um sistema operacional projetado para atender todas as suas necessidades.",XXI,Max,2026-07-31
400617,tt5776858,Phantom Thread,Trama Fantasma,2017,EUA / Reino Unido,Paul Thomas Anderson,130,Drama; Romance,/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg,"Nos anos 1950, Reynolds Woodcock é um renomado e confiante estilista que trabalha ao lado da irmã, Cyril, para vestir grandes nomes da realeza e da elite britânica. Sua inspiração surge através das mulheres que, constantemente, entram e saem de sua vida. Mas tudo muda quando ele conhece a forte e inteligente Alma, que vira sua musa e amante.",XXI,Telecine,2026-07-31
915935,tt17009710,Anatomy of a Fall,Anatomia de uma Queda,2023,França,Justine Triet,151,Thriller; Mistério; Crime,/1ho0d4LNZw3Y0voeKmSvPSgJOJ2.jpg,"Uma mulher é suspeita do assassinato de seu marido, e seu filho cego enfrenta um dilema moral como única testemunha.",XXI,Prime Video; Diamond Films,2026-07-31
2757,tt0268126,Adaptation,Adaptação.,2002,EUA,Spike Jonze,114,Comédia; Crime; Drama,/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg,"Charlie Kaufman (Nicolas Cage) precisa de qualquer maneira adaptar para o cinema o romance ""The Orchid Thief"", de Susan Orlean (Meryl Streep). O livro conta a história de John Laroche (Chris Cooper), um fornecedor de plantas que clona orquídeas raras para vendê-las a colecionadores. Porém, além das dificuldades naturais da adaptação de um livro em roteiro de cinema, Charlie precisa lidar também com sua baixa auto-estima, sua frustração sexual e ainda Donald, seu irmão gêmeo que vive como um parasita em sua vida e sonha em também se tornar um roteirista.",XXI,Oldflix,2026-07-31
129670,tt1821549,Nebraska,Nebraska,2013,EUA,Alexander Payne,115,Drama; Aventura,/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg,"Woody Grant é um idoso que acredita ter ganho US$ 1 milhão após receber uma propaganda pelo correio. Decidido a retirar o prêmio, ele resolve ir a pé até a cidade de Lincoln, Nebraska. Percebendo que a teimosia do pai, seu filho David resolve levá-lo de carro. Só que no caminho sofrem um acidente e David decide passar o fim de semana na casa de um de seus tios antes de continuar. Woody conta a todos sobre o ocorrido, despertando a cobiça da família e dos habitantes da cidade.",XXI,Sony One,2026-07-31
329865,tt2543164,Arrival,A Chegada,2016,EUA,Denis Villeneuve,116,Drama; Ficção científica; Mistério,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,"Quando seres interplanetários deixam marcas na Terra, a Dra. Louise Banks, uma linguista especialista no assunto, é procurada por militares para traduzir os sinais e desvendar se os alienígenas representam uma ameaça. No entanto, a resposta para todas as perguntas e mistérios coloca em risco  a vida de Louise e a de toda a humanidade.",XXI,Max; Claro tv+,2026-07-31
265180,tt2802154,Leviathan,Leviatã,2014,Rússia,Andrey Zvyagintsev,140,Drama; Crime,/dwmHSBBiu2ow271zrQ33rPKZDSC.jpg,"Numa península do Mar de Barents, no Ártico, um pai de família (Aleksey Serebryakov) luta contra os desmandos de um prefeito corrupto. Para enfrentar o político que tenta desalojá-lo, ele recorre a um colega de Moscou.",XXI,Reserva Imovision,2026-07-31
291270,tt2401878,Anomalisa,Anomalisa,2015,EUA,Charlie Kaufman / Duke Johnson,90,Animação; Drama; Romance; Comédia,/4DJ1zNr4Y6q7zQ27goEYla46VdO.jpg,"Michael Stone é um palestrante motivacional que acaba de chegar à cidade de Connecticut. Lá, ele conhece Lisa, que transforma a sua vida.",XXI,,2026-07-31
1422,tt0407887,The Departed,Os Infiltrados,2006,EUA,Martin Scorsese,151,Drama; Thriller; Crime,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,"Billy Costigan, um jovem policial, recebe a missão de se infiltrar na máfia, mais especificamente no grupo comandado por Frank Costello. Billy conquista sua confiança ao mesmo tempo em que Colin Sullivan, um criminoso que atuou na polícia como informante de Costello, também ascende dentro da corporação. Tanto Billy quanto Colin se sentem aflitos devido à vida dupla que levam. Mas quando a máfia e a polícia descobrem que há um espião entre eles, a vida de ambos passa a correr perigo.",XXI,Netflix; Max; Telecine,2026-07-31
55721,tt1478338,Bridesmaids,Missão Madrinha de Casamento,2011,EUA,Paul Feig,125,Comédia; Romance,/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg,"Lillian (Maya Rudolph) vai se casar e convida a amiga Annie (Kristen Wiig) para ser sua madrinha. Ela, que enfrenta problemas profissionais e amorosos, resolve se dedicar à função de corpo e alma. Só que, logo no primeiro evento organizado, Annie conhece Helen (Rose Byrne), uma bela e rica mulher que quer ser a nova melhor amiga de Lillian. As duas logo passam a disputar a proximidade da amiga, assim como o posto de organizadora do casamento e demais eventos pré-nupciais.",XXI,Prime Video,2026-07-31
11490,tt0456396,L'Enfant (The Child),A Criança,2005,Bélgica / França,Jean-Pierre e Luc Dardenne,95,Drama,/dk7ZpsVKLt2nwjQZZIde0WP4oQV.jpg,"Na Bélgica atual, Bruno é um jovem perdido, de 20 anos, que vive de pequenos furtos e mora em um quarto alugado. Sua namorada Sonia, de 18 anos, acaba de sair do hospital com um filho seu nos braços. Eles são completamente inconsequentes e não têm nenhuma perspectiva de vida. O filme mostra como os dois lidam com essa nova situação.",XXI,,2026-07-31
10681,tt0910970,WALL-E,WALL-E,2008,EUA,Andrew Stanton,98,Animação; Família; Ficção científica,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"No ano 2800, num planeta Terra devastado e sem vida, depois de centenas de anos solitários a fazer aquilo para que foi construído - limpar o planeta de lixo - o pequeno robô WALL-E descobre uma nova missão na sua vida quando conhece uma moderna e brilhante robô exploradora chamada EVE. Os dois vão viajar pela galáxia e viver uma aventura emocionante e inesquecível.",XXI,Disney+,2026-07-31
311291,tt3544082,45 Years,45 Anos,2015,Reino Unido,Andrew Haigh,95,Drama; Romance,/8elIJYYXWq2HpcZ6TgVMC9EwTnn.jpg,"Falta apenas uma semana para o 45º aniversário de casamento de Kate Mercer e o planejamento para a festa está indo bem. Contudo, uma carta chega para seu marido: o corpo de seu primeiro amor foi descoberto, congelado e preservado nas geleiras dos Alpes Suíços.",XXI,Reserva Imovision,2026-07-31
553,tt0276919,Dogville,Dogville,2003,Dinamarca / Suécia / Noruega,Lars von Trier,177,Crime; Drama; Thriller,/lraVawavIXh5geMlVjpzCw9TGwR.jpg,"Situado em uma pequena cidade fictícia dos EUA durante os anos 30 e filmado em um estúdio com um cenário mínimo, este filme conta a história de Grace, uma jovem que está fugindo de gângsteres e se refugia na pequena cidade mineira de Dogville.",XXI,MUBI,2026-07-31
74879,tt1827487,Bir Zamanlar Anadolu'da,Era uma vez na Anatólia,2011,Turquia,Nuri Bilge Ceylan,157,Drama; Crime,/bN84guFndgvtWIvFC7sTD8AAJDE.jpg,"Na área rural ao redor da cidade de Keskin, na Anatólia, o promotor local, o comissário de polícia e o médico lideram uma busca pela vítima de um assassinato a quem um suspeito chamado Kenan e seu irmão com problemas mentais confessaram. No entanto, a busca está se mostrando mais difícil do que o esperado, pois Kenan está confuso quanto à localização exata do corpo. Enquanto o grupo continua procurando, seus membros não podem deixar de conversar entre si sobre trivialidades e suas preocupações mais profundas em uma investigação que está se mostrando mais difícil do que qualquer um deles esperava.",XXI,,2026-07-31
531428,tt8613070,Portrait of a Lady on Fire,Retrato de uma Jovem em Chamas,2019,França,Céline Sciamma,122,Drama; Romance,/rUDuOKpkKBHxx41BScqKej72iT3.jpg,"França, 1760. Marianne é contratada para pintar o retrato de casamento de Héloïse, uma jovem mulher que acabou de deixar o convento. Por ela ser uma noiva relutante, Marianne chega sob o disfarce de companhia, observando Héloïse de dia e a pintando secretamente à noite. Conforme as duas mulheres se aproximam, a intimidade e a atração crescem, enquanto compartilham os primeiros e últimos momentos de liberdade de Héloïse, antes do casamento iminente. O retrato de Héloïse logo se torna um ato colaborativo e o testamento do amor delas.",XXI,Globoplay; MUBI; Telecine,2026-07-31
57120,tt1518812,Meek's Cutoff,O Atalho,2011,EUA,Kelly Reichardt,104,Faroeste; História; Drama,/oc28NmVqLx0x8epu3Ih3LvX4zE9.jpg,"Em 1845, durante os primeiros dias do Oregon Trail, uma caravana de três famílias contrata Stephen Meek para guiá-las através da Cordilheira das Cascatas. Alegando conhecer um atalho, Meek leva o grupo por uma trilha desconhecida através do deserto das altas planícies.",XXI,,2026-07-31
391713,tt4925292,Lady Bird,Lady Bird - A Hora de Voar,2017,EUA,Greta Gerwig,94,Drama; Comédia,/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,"Christine McPherson está no último ano do colégio e o que mais deseja é ir fazer faculdade longe de Sacramento, Califórnia, ideia rejeitada por sua mãe. Lady Bird, como a garota de forte personalidade exige ser chamada, não se dá por vencida e leva o plano de ir embora adiante mesmo assim. Enquanto a hora não chega, ela se divide entre as obrigações estudantis no colégio católico, o primeiro namoro, típicos rituais de passagem para a vida adulta e inúmeros desentendimentos com a progenitora.",XXI,Netflix,2026-07-31
29982,tt1107850,Unrelated,Unrelated,2008,Reino Unido,Joanna Hogg,100,Drama,/5TFsgS0EkClv2KlA1j5ARp3DoRq.jpg,"Uma mulher em um relacionamento infeliz se refugia com a família de um amigo de férias na Toscana, onde as tensões sexuais fervilham e ela acredita ter encontrado uma segunda chance na vida.",XXI,MUBI,2026-07-31
290098,tt4016934,The Handmaiden,A Criada,2016,Coreia do Sul,Park Chan-wook,144,Thriller; Drama; Romance,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,"Coreia do Sul, anos 1930. Durante a ocupação japonesa, a jovem Sookee é contratada para trabalhar para uma herdeira nipônica, Hideko, que leva uma vida isolada ao lado do tio autoritário. Só que Sookee guarda um segredo: ela e um vigarista planejam desposar a herdeira, roubar sua fortuna e trancafiá-la em um sanatório. Tudo corre bem com o plano, até que Sookee aos poucos começa a compreender as motivações de Hideko.",XXI,FilmBox+,2026-07-31
194,tt0211915,Amélie,O Fabuloso Destino de Amélie Poulain,2001,França / Alemanha,Jean-Pierre Jeunet,122,Comédia; Romance,/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,"Após deixar a vida de subúrbio que levava com a família, a inocente Amélie muda-se para o bairro parisiense de Montmartre, onde começa a trabalhar como garçonete. Certo dia encontra uma caixa escondida no banheiro de sua casa e, pensando que pertencesse ao antigo morador, decide procurá-lo ­e é assim que encontra Dominique. Ao ver que ele chora de alegria ao reaver o seu objeto, a moça fica impressionada e adquire uma nova visão do mundo. Então, a partir de pequenos gestos, ela passa a ajudar as pessoas que a rodeiam, vendo nisto um novo sentido para sua existência. Contudo, ainda sente falta de um grande amor.",XXI,,2026-07-31
2009,tt1032846,"4 Months, 3 Weeks and 2 Days","4 Meses, 3 Semanas e 2 Dias",2007,Romênia,Cristian Mungiu,113,Drama,/acEtvzFPeOQwbzRWncjRLenhnKV.jpg,"Em 1987, nos últimos dias do comunismo, Otilia (Anamaria Marinca) e Gabita (Laura Vasiliu) dividem um quarto num dormitório estudantil. Elas são colegas de classe na universidade de uma pequena cidade romena. Gabita está grávida e o aborto é ilegal no país. Otilia aluga um quarto num hotel barato. Lá elas recebem um certo Sr. Bebe (Vlad Ivanov), chamado para resolver a questão. Mas, ao saber que Gabita está com a gravidez mais adiantada do que havia informado, Sr. Bebe aumenta as exigências para o serviço. Ele cobra um preço que as duas não estão preparadas para pagar.",XXI,,2026-07-31
68722,tt1560747,The Master,O Mestre,2012,EUA,Paul Thomas Anderson,137,Drama,/rUSjbyvYWN9H4az8xt0tDtU7I6v.jpg,"Um soldado, atormentado pelos horrores da Segunda Guerra Mundial, encontra em Lancaster o líder carismático de uma nova religião e se torna seu aprendiz. Porém, quando a seita toma proporções radicais, ele passa a questionar o guia espiritual.",XXI,,2026-07-31
670,tt0364569,Oldboy,Oldboy,2003,Coreia do Sul,Park Chan-wook,120,Thriller; Mistério,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,"Dae-Su é raptado e mantido em cativeiro por 15 anos num quarto de hotel, sem qualquer contato com o mundo externo. Quando ele é inexplicavelmente solto, descobre que é acusado pelo assassinato da esposa e embarca numa missão obsessiva por vingança.",XXI,MUBI,2026-07-31
407806,tt5895028,13th,A 13ª Emenda,2016,EUA,Ava DuVernay,100,Documentário,/tcKNWD6IFPPsvkpvyZ548naz0is.jpg,"Estudiosos, ativistas e políticos analisam a correlação entre a criminalização da população negra dos EUA e o boom do sistema carcerário do país.",XXI,Netflix,2026-07-31
60308,tt1210166,Moneyball,O Homem Que Mudou o Jogo,2011,EUA,Bennett Miller,133,Drama,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,"O gerente geral da Oakland A, Billy Beane, desafia o sistema e a sabedoria convencional quando é forçado a recompor sua pequena equipe com um orçamento baixo. Apesar da oposição da velha guarda, a mídia, fãs e o próprio gerente de campo, Beane – com a ajuda de um economista jovem, formado em Yale – cria uma lista de desajustados... e acaba mudando para sempre o modo como o baseball é jogado.",XXI,Max; Sony One,2026-07-31
44754,tt0466893,Margaret,Margaret,2011,EUA,Kenneth Lonergan,150,Drama,/zqBao8uRH6TQAJd13tqC22vPB76.jpg,"Uma garota de 17 anos, estudante e moradora de Nova York, se sente angustiada por achar que, sem querer, desempenhou um papel em um acidente de trânsito que tirou a vida de uma mulher. Em suas tentativas para acertar as coisas ela encontra oposição a cada passo. Dilacerada pela frustração, ela começa a brutalizar emocionalmente sua família, seus amigos, seus professores e, acima de tudo, a si mesma. Inesperadamente, ela está sendo confrontada com uma verdade fundamental: que os seus ideais de juventude estão em rota de colisão contra as realidades e compromissos do mundo adulto.",XXI,,2026-07-31
786,tt0181875,Almost Famous,Quase Famosos,2000,EUA,Cameron Crowe,122,Drama; Música,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,"Um fã ávido por rock'n'roll consegue um trabalho na revista americana Rolling Stone, para acompanhar a banda Stillwater em sua primeira excursão pelos Estados Unidos. Porém, quanto mais ele vai se envolvendo com a banda, mais vai perdendo a objetividade de seu trabalho e logo estará fazendo parte do cenário rock dos anos 70.",XXI,Sony One,2026-07-31
25520,tt0200720,The House of Mirth,A Essência da Paixão,2000,Reino Unido / EUA,Terence Davies,140,Drama; Romance,/gCEboOrNXFmqE5pKUn42fTHZx8R.jpg,"In early 20th century New York City, an impoverished socialite desperately seeks a suitable husband as she gradually finds herself betrayed by her friends and exiled from high society.",XXI,,2026-07-31
582,tt0405094,The Lives of Others,A Vida dos Outros,2006,Alemanha,Florian Henckel von Donnersmarck,137,Drama; Thriller,/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,"Georg Dreyman é o maior dramaturgo da Alemanha Oriental, sendo por muitos considerado o modelo perfeito de cidadão para o país, já que não contesta o governo nem seu regime político. Apesar disto o ministro Bruno Hempf acha por bem acompanhar seus passos, para descobrir se Dreyman tem algo a esconder. Ele passa esta tarefa para Anton Grubitz, que a princípio não vê nada de errado com Dreyman mas é alertado por Gerd Wiesler, seu subordinado, de que ele deveria ser vigiado. Grubitz passa a tarefa a Wiesler, que monta uma estrutura em que Dreyman e sua namorada, a atriz Christa-Maria Sieland, são vigiados 24 horas.",XXI,,2026-07-31
2750,tt0274309,24 Hour Party People,A Festa Nunca Termina,2002,Reino Unido,Michael Winterbottom,117,Comédia; Drama; Música,/8f50NQ1wz6hdxfCISCPV8XQ6DII.jpg,"Um retrato crítico sobre o cenário musical da década de 1980, visto através do olhar de Tony Wilson - um apresentador de TV recém-formado em Cambridge, que inspirado pelo primeiro show dos Sex Pistols em Manchester, funda a hoje mundialmente famosa, Factory Records e a Danceteria Haçienda. As bandas contratadas por ele incluíram Joy Division e The Happy Mondays, enquanto a Haçienda transformou Manchester. Tudo construído sob a filosofia comercial anárquica de Wilson - nada de contrato, só paixão, música e hedonismo - se a banda não gostar, está livre para partir. Ninguém vai embora , mas com dívidas e as ressacas pertubando os cérebros, tudo acaba ficando descontrolado. O comediante Steve Coogan interpreta Wilson em sua luta para manter-se de pé em um mundo de gênios viciados e angustiados. A trilha sonora inclui sucessos dos grupos The Happy Mondays, New Order e Joy Division.",XXI,,2026-07-31
14160,tt1049413,Up,Up: Altas Aventuras,2009,EUA,Pete Docter,96,Animação; Comédia; Família; Aventura,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,"Carl Fredricksen é um vendedor de balões que, aos 78 anos, está prestes a perder a casa em que sempre viveu com sua esposa, a falecida Ellie. Após um incidente, Carl é considerado uma ameaça pública e forçado a ser internado. Para evitar que isto aconteça, ele põe balões em sua casa, fazendo com que ela levante voo. Carl quer viajar para uma floresta na América do Sul, onde ele e Ellie sempre desejaram morar, mas descobre que um problema embarcou junto: Russell, um menino de 8 anos.",XXI,Disney+,2026-07-31
55,tt0245712,Amores Perros,Amores Brutos,2000,México,Alejandro González Iñárritu,154,Drama; Thriller,/A4lH22nlFF7MdalGfcvSrlC1ttt.jpg,"Em plena Cidade do México, um terrível acidente automobilístico ocorre. A partir deste momento, três pessoas envolvidas no acidente se encontram e têm suas vidas mudadas para sempre. Um deles é o adolescente Octavio, que decidiu fugir com a mulher de seu irmão, Susana, usando seu cachorro Cofi como veículo para conseguir o dinheiro para a fuga. Ao mesmo tempo, Daniel resolve abandonar sua esposa e filhas para ir viver com Valeria, uma bela modelo por quem está apaixonado. Também se envolve no acidente Chivo, um ex-guerrilheiro comunista que agora atua como matador de aluguel, após passar vários anos preso. Ali, em meio ao caos, ele encontra Cofi e vê a possibilidade de sua redenção.",XXI,MUBI,2026-07-31
375262,tt5083738,The Favourite,A Favorita,2018,Irlanda / Reino Unido,Yorgos Lanthimos,119,História; Comédia; Drama,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,"Na Inglaterra do século XVIII, Sarah Churchill, a Duquesa de Marlborough (Rachel Weisz) exerce sua influência na corte como confidente, conselheira e amante secreta da Rainha Ana (Olivia Colman). Seu posto privilegiado, no entanto, é ameaçado pela chegada de Abigail (Emma Stone), nova criada que logo se torna a queridinha da majestade e agarra com unhas e dentes a oportunidade única.",XXI,Disney+,2026-07-31
377151,tt3652526,Fire at Sea,Fogo no Mar,2016,Itália,Gianfranco Rosi,114,Documentário,/fKZCS6IBTyGX7Sl67eMLSGHFsQn.jpg,"O filme captura a vida da ilha de Lampedusa, na costa sul da Itália. O local se tornou linha de frente na crise imigratória europeia, e virou manchete mundial nos últimos anos por ser o primeiro porto de escala para centenas de milhares de imigrantes, da África e do Oriente Médio, que tentam fazer uma nova vida no continente europeu.",XXI,Reserva Imovision,2026-07-31
1417,tt0457430,Pan's Labyrinth,O Labirinto do Fauno,2006,Espanha / México,Guillermo del Toro,118,Fantasia; Drama; Guerra,/z7xXihu5wHuSMWymq5VAulPVuvg.jpg,"Espanha, 1944. Ofelia se muda com sua mãe para uma guarnição dirigida por seu padrasto, Vidal, um capitão autoritário do exército de Franco. Perto da casa da família, a jovem descobre um estranho labirinto guardado por uma criatura, um fauno chamado Pan. O monstro revela que ela é nada menos que a princesa de um reino encantado. Para descobrir a verdade, Ofelia precisa enfrentar três provas para as quais não está preparada.",XXI,Claro tv+,2026-07-31
16646,tt0318034,Russian Ark,Arca Russa,2002,Rússia / Alemanha,Alexander Sokurov,96,Drama; Fantasia; História,/dkFM8Q7J0wNpEnbtD1AcWumkShj.jpg,"Um museu como um ser vivo, uma entidade que respira e tem personalidade própria. Sokúrov empresta alma ao colossal palacete do Hermitage, em São Petersburgo, um dos maiores museus do mundo. Arca Russa foi filmado em um único plano-seqüência, sem cortes, que dura 97 minutos e atravessa 35 salas do museu, transformando a tela de cinema em um quadro vivo por onde desfilam personagens importantes da história da Rússia: Pedro, o Grande; Catarina, a Grande; Catarina II, Nicolau e Alexandra.",XXI,,2026-07-31
27205,tt1375666,Inception,A Origem,2010,EUA / Reino Unido,Christopher Nolan,148,Ação; Ficção científica; Aventura,/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,"Cobb é um ladrão habilidoso que comete espionagem corporativa infiltrando-se no subconsciente de seus alvos durante o estado de sono. Impedido de retornar para sua família, ele recebe a oportunidade de se redimir ao realizar uma tarefa aparentemente impossível: plantar uma ideia na mente do herdeiro de um império. Para realizar o crime perfeito, ele conta com a ajuda do parceiro Arthur, o discreto Eames e a arquiteta de sonhos Ariadne. Juntos, eles correm para que o inimigo não antecipe seus passos.",XXI,Prime Video; Max; Telecine; Universal+,2026-07-31
119675,tt1291580,Behind the Candelabra,Minha Vida com Liberace,2013,EUA,Steven Soderbergh,118,Drama; Romance,/iodt6hrewVXxR415PIjBeuZg3Qs.jpg,"Cinebiografia do famoso pianista Liberace, que mostra os cinco anos em que o artista namorou Scott Thorson, em uma relação turbulenta que terminou com um longo processo judicial.",XXI,Max,2026-07-31
8051,tt0272338,Punch-Drunk Love,Embriagado de Amor,2002,EUA,Paul Thomas Anderson,95,Romance; Drama; Comédia,/htYp4yqFu4rzBEIa6j9jP8miDm3.jpg,"Embora suscetível a ataques violentos, o empresário Barry Egan é um homem tímido que leva uma vida solitária e tranquila. No entanto, vários eventos ocorrem e mudam sua vida, como apaixonar-se por uma colega de trabalho da sua irmã, Lena Leonard. Porém, o romance é ameaçado quando Egan é vítima de um chantagista.",XXI,,2026-07-31
443463,tt3892172,Leave No Trace,Sem Rastros,2018,EUA,Debra Granik,109,Drama,/sygnLx3sZV5P8M2dyaGRegHdEL1.jpg,"Will e sua filha adolescente, Tom, viveram felizes e indetectados pelas autoridades durante anos em uma vasta reserva na fronteira de Portland, nos EUA. Após um encontro inesperado, eles são retirados do acampamento e colocados sob a responsabilidade do serviço social. Will e Tom tentam retornar ao mundo selvagem enquanto são forçados a lidar com desejos conflitantes.",XXI,,2026-07-31
13785,tt0218839,Best in Show,O Melhor do Show,2000,EUA,Christopher Guest,90,Comédia,/2SqHjWWqfJjQE6zLCbQR9HMla4Q.jpg,"A tensão é palpável, a empolgação crescente e o cheiro de competição está no ar, à medida que centenas de competidores dos EUA se preparam para participar do Mayflower Dog Show.",XXI,,2026-07-31
9364,tt1181614,Wuthering Heights,O Morro dos Ventos Uivantes,2011,Reino Unido,Andrea Arnold,129,Drama; Romance,/7gEcoCve3lmPOIPRp54K73b6rDv.jpg,"Heathcliff, um garoto pobre, é acolhido por um fazendeiro que vive com a família nos isolados montes de Yorkshire. Ali, Heathcliff desenvolve uma relação intensa e obsessiva com a irmã adotiva, Cathy. À medida que crescem, o amor impossível entre eles deixa cicatrizes profundas em suas famílias.",XXI,,2026-07-31
473033,tt5727208,Uncut Gems,Joias Brutas,2019,EUA,Benny & Josh Safdie,135,Drama; Thriller; Crime,/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,"Howard Ratner é um joalheiro carismático de Nova York que está sempre tentando ganhar mais dinheiro. Depois que faz uma série de apostas arriscadas, parece que o futuro vai sorrir para ele. Mas, em sua busca pela bolada final, Howard precisará de uma atuação perfeita para equilibrar negócios, família e os inimigos que estão cada vez mais próximos.",XXI,Netflix,2026-07-31
117691,tt1954470,Gangs of Wasseypur,Gangues de Wasseypur - Parte 1,2012,Índia,Anurag Kashyap,321,Ação; Thriller; Crime,/4nbvLoPDftqXV14w5Mv14iqgVrt.jpg,"Uma saga delirante que segue o destino de duas gangues por três gerações na sua luta ferrenha para dominar as negociatas das indústrias de carvão e de ferro velho na área de Wasseypur, tendo como pano de fundo as mudanças políticas e sociais da Índia, a sombra contínua da corrupção e a obsessão local pelo cinema do Bollywood. Na segunda parte da saga a guerra já envolve o internet, a manipulação das eleições e assaltos mas o motivo de vingança que move os personagens leva a um desfecho sangrento.",XXI,,2026-07-31
72105,tt1637725,Ted,Ted,2012,EUA,Seth MacFarlane,106,Comédia; Fantasia,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,"Quando criança, John desejou que seu ursinho Ted ganhasse vida e, surpreendentemente, foi atendido. Porém, agora que é adulto, ele precisa lidar com as consequências de seu pedido, já que Ted não vai parar de atormentar a sua vida.",XXI,Prime Video; Globoplay; Universal+,2026-07-31
244786,tt2582802,Whiplash,Whiplash: Em Busca da Perfeição,2014,EUA,Damien Chazelle,107,Drama; Música; Thriller,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,"Andrew sonha em ser o melhor baterista de sua geração. Ele chama a atenção do impiedoso mestre do jazz Terence Fletcher, que ultrapassa os limites e transforma seu sonho em uma obsessão, colocando em risco a saúde física e mental do jovem músico.",XXI,Max; Sony One,2026-07-31
