id,imdb_id,title_orig,title_pt,year,country,director,duration,genres,poster_path,overview,era,streaming,streaming_checked_at
7345,tt0469494,There Will Be Blood,Sangue Negro,2007,EUA,Paul Thomas Anderson,158,Drama,/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,"Daniel Plainview e seu filho são caçadores de petróleo, que perfuram poços na Califórnia no início do século XX. Eles são desafiados por um jovem pastor, Eli Sunday, cuja ambição pessoal é confrontada por Plainview. A luta entre os dois é o centro dessa conflitante, trágica e histórica jornada ao abismo da loucura causada pela corrupção, fraude e petróleo.",XXI,Paramount+,2026-07-31
843,tt0118694,In the Mood for Love,Amor à Flor da Pele,2000,Hong Kong,Wong Kar-wai,98,Drama; Romance,/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,"Ambientado em Hong Kong no início dos anos 60, dois vizinhos, Sr. Chow e Sra. Chan, criam um vínculo depois de começarem a suspeitar que seus respectivos cônjuges estão tendo um caso juntos.",XXI,MUBI,2026-07-31
1018,tt0166924,Mulholland Dr.,Cidade dos Sonhos,2001,EUA / França,David Lynch,147,Thriller; Drama; Mistério,/x7A59t6ySylr1L7aubOQEA480vM.jpg,"Uma jovem atriz viaja para Hollywood e se vê emaranhada numa intriga secreta com uma mulher que escapou por pouco de ser assassinada, e que agora se encontra com amnésia devido a um acidente de carro. Seu mundo se torna um pesadelo surreal.",XXI,Claro tv+,2026-07-31
376867,tt4975722,Moonlight,Moonlight: Sob a Luz do Luar,2016,EUA,Barry Jenkins,111,Drama,/qLnfEmPrDjJfPyyddLJPkXmshkp.jpg,"Moonlight narra a vida de um jovem gay afro-americano, desde a infância até a vida adulta e sua luta para encontrar seu lugar no mundo enquanto cresce num bairro violento de Miami. Ao mesmo tempo um retrato essencial da vida contemporânea do afro-americano e uma reflexão intensa, pessoal e poética sobre identidade, família e amizade. A direção de Barry Jenkins traz sua visão única e profundamente comovente sobre o caleidoscópio de momentos, pessoas e forças desconhecidas que determinam nossas vidas e nos fazem ser quem somos.",XXI,Prime Video; Diamond Films,2026-07-31
85350,tt1065073,Boyhood,Boyhood: Da Infância à Juventude,2014,EUA,Richard Linklater,165,Drama,/2BvtvDUyxiMJ4dmKfiQf4qdOHQN.jpg,"Acompanhe a vida do garoto Mason durante um período de doze anos, da infância à juventude, analisando seu relacionamento com os pais, suas descobertas, experiências e seus conflitos.",XXI,Telecine,2026-07-31
129,tt0245429,Spirited Away,A Viagem de Chihiro,2001,Japão,Hayao Miyazaki,125,Animação; Família; Fantasia,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"Chihiro e seus pais estão se mudando para uma cidade diferente. A caminho da nova casa, o pai decide pegar um atalho. Eles se deparam com uma mesa repleta de comida, embora ninguém esteja por perto. Chihiro sente o perigo, mas seus pais começam a comer. Quando anoitece, eles se transformam em porcos. Agora, apenas Chihiro pode salvá-los.",XXI,Netflix,2026-07-31
419430,tt5052448,Get Out,Corra!,2017,EUA,Jordan Peele,104,Mistério; Thriller; Terror,/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,"Agora que Chris e sua namorada, Rose, chegaram à fase de conhecer os pais no namoro, ela o convida para um fim de semana no interior com Missy e Dean. A princípio, Chris acha que o comportamento excessivamente agradável dos dois como tentativas nervosas de lidar com o relacionamento inter-racial da filha, mas, conforme o fim de semana avança, uma série de descobertas cada vez mais perturbadoras o levam a uma verdade que ele jamais poderia ter imaginado.",XXI,Claro tv+; Telecine,2026-07-31
120467,tt2278388,The Grand Budapest Hotel,O Grande Hotel Budapeste,2014,EUA / Alemanha,Wes Anderson,99,Comédia; Drama,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,"No período entre as duas guerras mundiais, o famoso gerente de um hotel europeu conhece um jovem empregado e os dois tornam-se melhores amigos. Entre as aventuras vividas pelos dois, constam o roubo de um famoso quadro do Renascimento, a batalha pela grande fortuna de uma família e as transformações históricas durante a primeira metade do século XX.",XXI,Netflix; Disney+,2026-07-31
76203,tt2024544,12 Years a Slave,12 Anos de Escravidão,2013,EUA / Reino Unido,Steve McQueen,134,Drama; História,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,"1841, Solomon Northup é um escravo liberto, que vive em paz ao lado da esposa e filhos. Um dia, após aceitar um trabalho que o leva a outra cidade, ele é sequestrado e acorrentado. Vendido como se fosse um escravo, Solomon precisa superar humilhações físicas e emocionais para sobreviver. Ao longo de doze anos ele passa por dois senhores, Ford e Edwin Epps, que, cada um à sua maneira, exploram seus serviços.",XXI,Prime Video; Paramount+; MUBI; Telecine,2026-07-31
9428,tt0265666,The Royal Tenenbaums,Os Excêntricos Tenenbaums,2001,EUA,Wes Anderson,110,Comédia; Drama,/nG7hZJn7wQTSDCQT39Gy3s3tbrp.jpg,"Royal e sua esposa Etheline tiveram três filhos muito diferentes entre si, mas igualmente bem-sucedidos. Quando Etheline resolve se casar com outro, o irresponsável e excêntrico Royal resolve lutar por seu amor reunindo toda a família.",XXI,Netflix; Disney+,2026-07-31
12573,tt1019452,A Serious Man,Um Homem Sério,2009,EUA / Reino Unido,Joel & Ethan Coen,106,Comédia; Drama,/5gGxDS8WmrebPlMHexVS8EVehiP.jpg,Uma esposa adúltera e um irmão problemático se encontram em crises que levam um professor universitário de 60 anos a procurar conselhos de três rabinos diferentes.,XXI,,2026-07-31
106646,tt0993846,The Wolf of Wall Street,O Lobo de Wall Street,2013,EUA,Martin Scorsese,180,Crime; Drama; Comédia,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,"Durante seis meses, Jordan Belfort trabalhou duro em uma corretora de Wall Street, seguindo os ensinamentos de seu mentor Mark Hanna. Quando finalmente consegue ser contratado como corretor da firma, acontece o Black Monday, que faz com que as bolsas de vários países caiam repentinamente. Sem emprego e bastante ambicioso, ele acaba trabalhando para uma empresa de fundo de quintal que lida com papéis de baixo valor, que não estão na bolsa de valores. É lá que Belfort tem a idéia de montar uma empresa focada neste tipo de negócio, cujas vendas são de valores mais baixos mas, em compensação, o retorno para o corretor é bem mais vantajoso. Ao lado de Donnie e outros amigos dos velhos tempos, ele cria a Stratton Oakmont, uma empresa que faz com que todos enriqueçam rapidamente e, também, levem uma vida dedicada ao prazer.",XXI,Claro tv+; Diamond Films,2026-07-31
37799,tt1285016,The Social Network,A Rede Social,2010,EUA,David Fincher,120,Drama,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,"Em uma noite de outono, Mark Zuckerberg, um brilhante estudante de Harvard, começa a trabalhar em um novo conceito que acaba se transformando em uma rede social global conhecida como Facebook. Seis anos e 500 milhões de amigos mais tarde, Zuckerberg se torna o mais jovem bilionário da história com o sucesso de sua rede social. No entanto, a sua ascensão sem precedentes traz complicações legais e pessoais.",XXI,Max,2026-07-31
25538,tt0244316,Yi Yi (A One and a Two),As Coisas Simples da Vida,2000,Taiwan,Edward Yang,173,Drama,/mR8dSQZI8X6Z1NClJhFrtJp636z.jpg,"NJ Jian mora com sua esposa, seus dois filhos e a sogra já idosa, formando uma típica família de classe média. NJ é sócio de uma bem-sucedida empresa de computação, mas, se não buscar novos rumos, em breve irá à falência. Para tanto, ele busca fazer uma parceria com Ota, um inovador designer de jogos de computação no Japão, que pode dar o novo toque que sua empresa precisa. Mas as coisas começam a dar errado para os Jian quando a integrante mais velha da família sofre um derrame e entra num coma o qual poderá nunca mais acordar. Neste meio termo, NJ ainda reencontra Sherry, seu primeiro amor de infância, que reaparece em sua vida, agora casada com um americano.",XXI,,2026-07-31
426426,tt6155172,Roma,Roma,2018,México,Alfonso Cuarón,135,Drama,/dtIIyQyALk57ko5bjac7hi01YQ.jpg,"Na década de 1970, uma jovem trabalhadora doméstica indígena Cleodegaria ""Cleo"" Gutiérrez trabalha para uma família abastada de classe média do bairro de Roma, Cidade do México. À medida que as lutas domésticas e as restrições da hierarquia social se desdobram em meio a um pano de fundo de poderosos terremotos, revoltas estudantis e agitação política, a família luta para permanecer unida enquanto essas forças ameaçam separá-los.",XXI,Netflix,2026-07-31
146,tt0190332,"Crouching Tiger, Hidden Dragon",O Tigre e o Dragão,2000,Taiwan / Hong Kong / EUA / China,Ang Lee,120,Aventura; Drama; Ação; Romance,/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,"Na dinastia chinesa Qing do século 19, um guerreiro entrega sua espada à amante para que a leve a um lugar seguro, mas a arma é roubada, e assim começa uma grande perseguição para encontrá-la.",XXI,Netflix,2026-07-31
60243,tt1832382,A Separation,A Separação,2011,Irã,Asghar Farhadi,123,Drama,/xQadpnoLokxzN3hRpCPbBGpxsiz.jpg,"Simin deseja mudar-se para garantir um futuro melhor para a família, mas seu marido Nader não quer por causa do pai doente. Ela entra com um pedido de separação e Nader contrata Razieh para cuidar de seu pai enquanto trabalha. Certo dia ao voltar para casa encontra o pai sozinho, desmaiado e amarrado à cama; Razieh aparece e os dois discutem, na sequência Nader empurra a mulher e dias depois, é notificado que Razieh estava grávida e teria perdido o bebê. Os dois terão que resolver a situação na justiça, e tem pontos de vista muito diferentes do que aconteceu durante a briga.",XXI,Reserva Imovision,2026-07-31
97370,tt1441395,Under the Skin,Sob a Pele,2014,Reino Unido,Jonathan Glazer,108,Thriller; Ficção científica; Drama,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,Uma bela mulher de cabelos negros e lábios vermelhos seduz os homens solitários que encontra em seu caminho. Ninguém imagina que sob sua pele se esconde uma perigosa alienígena que pode acabar com vidas para cumprir os desejos da sua espécie.,XXI,Diamond Films,2026-07-31
496,tt0443453,Borat,Borat: O Segundo Melhor Repórter do Glorioso País Cazaquistão Viaja à América,2006,EUA / Reino Unido,Larry Charles,84,Comédia,/7g9kBHMN2KTr5KUf8aen187Mdn.jpg,"Um famoso repórter do Cazaquistão viaja aos Estados Unidos para fazer um documentário sobre os hábitos dos cidadãos norte-americanos, provocando situações absurdas por onde passa.",XXI,Disney+,2026-07-31
142,tt0388795,Brokeback Mountain,O Segredo de Brokeback Mountain,2005,EUA,Ang Lee,134,Drama; Romance,/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg,"Um conto de amor sobre o relacionamento de dois jovens, Ennis Del Mar, um rancheiro de Wyoming e Jack Twist, um vaqueiro de rodeio, que se encontram no verão de 1963, e nos anos seguintes lutam secretamente para entender e se manter o amor que nutrem um pelo outro.",XXI,,2026-07-31
6977,tt0477348,No Country for Old Men,Onde os Fracos Não Têm Vez,2007,EUA,Joel & Ethan Coen,122,Crime; Thriller; Faroeste,/uB7RDZby43Wvu8SKGHHTwGyTDBX.jpg,"Quando um homem se depara com a sangrenta cena de um crime, uma caminhonete carregada de heroína e irresistíveis dois milhões de dólares, sua decisão de levar o dinheiro deflagra uma interminável e violenta reação em cadeia, que nem a lei do Oeste do Texas pode deter.",XXI,Netflix,2026-07-31
123678,tt2375605,The Act of Killing,O Ato de Matar,2012,Dinamarca / Noruega / Reino Unido,Joshua Oppenheimer,122,Documentário; História,/sp5B7Tz5ttsgOLnIlCP5uEhtesI.jpg,"In this chilling and groundbreaking documentary, former Indonesian death squad leaders reenact their real-life mass killings in the style of various film genres. As they recreate their past atrocities, the line between reality and performance blurs, exposing the lingering impact of Indonesia's 1965-66 anti-communist purge and the unsettling psychology of its perpetrators.",XXI,Filmicca,2026-07-31
80,tt0381681,Before Sunset,Antes do Pôr do Sol,2004,EUA / França,Richard Linklater,80,Drama; Romance,/4sW5XH9ZfYXpvFzev00S1IGAEbg.jpg,"Um escritor e uma ambientalista, que se conheceram em um trem nove anos atrás, reencontram-se em Paris. Apesar de ambos estarem comprometidos com outras pessoas, percebem que ainda existe um forte sentimento entre os dois.",XXI,Telecine,2026-07-31
374475,tt4048272,Toni Erdmann,As Faces de Toni Erdmann,2016,Alemanha / Áustria,Maren Ade,162,Comédia; Drama,/v3gf7T8hb8aYv05X2jHmxJQWPZr.jpg,"Winfried (Peter Simonischek) é um senhor que gosta de levar a vida com bom humor, fazendo brincadeiras que proporcionem o riso nas pessoas. Seu jeito extrovertido fez com que se afastasse de sua filha, Ines (Sandra Hüller), sempre sisuda e extremamente dedicada ao trabalho. Percebendo o afastameto, Winfried decide visitar a filha na cidade em que ela mora, Budapeste. A iniciativa não dá certo, resultando em vários enfrentamentos entre pai e filha, o que faz com que ele volte para casa. Tempos depois, Winfried ressurge na vida de Ines sob o alter-ego de Toni Erdmann, especialista em contar mentiras bem-intencionadas a todos que ela conhece.",XXI,,2026-07-31
153,tt0335266,Lost in Translation,Encontros e Desencontros,2003,EUA / Japão,Sofia Coppola,102,Drama; Comédia; Romance,/3jCLmYDIIiSMPujbwygNpqdpM8N.jpg,"Bob Harris é uma estrela de cinema, que está em Tóquio para fazer um comercial de uísque. Charlotte, por sua vez, está na cidade acompanhando seu marido, um fotógrafo workaholic que a deixa sozinha o tempo todo. Sofrendo com o horário, Bob e Charlotte não conseguem dormir. Eles se encontram, por acaso, no bar de um hotel de luxo, e em pouco tempo tornam-se grandes amigos. Resolvem então partir pela cidade juntos. A eles junta-se uma jovem atriz chamada Kelly, com quem vão viver algumas aventuras pela cidade de Tóquio.",XXI,Netflix,2026-07-31
8967,tt0478304,The Tree of Life,A Árvore da Vida,2011,EUA,Terrence Malick,139,Drama; Fantasia,/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,"Conta a história que aproxima o foco na relação entre pai e filho de uma família comum, e expande a ótica desta rica relação, ao longo dos séculos, desde o Big Bang até o fim dos tempos, em uma fabulosa viagem pela história da vida e seus mistérios, que culmina na busca pelo amor altruísta e o perdão.",XXI,Telecine,2026-07-31
21575,tt1235166,A Prophet (Un prophète),O Profeta,2009,França / Itália,Jacques Audiard,155,Crime; Drama,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,"Mostra a dura trajetória de Malik, de dezenove anos, dentro do sistema carcerário. Ao chegar à prisão, ele é encurralado pelo líder da gangue dominante dos corsos e forçado a executar várias tarefas perigosas, inclusive tráfico de drogas e assassinatos brutais. Com o tempo, Malik ganha a confiança do líder da gangue e conquista posições privilegiadas dentro da prisão. Enquanto isso ele traça, secretamente, os seus próprios planos.",XXI,,2026-07-31
155,tt0468569,The Dark Knight,Batman: O Cavaleiro das Trevas,2008,EUA / Reino Unido,Christopher Nolan,152,Ação; Crime; Thriller,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,"Após dois anos desde o surgimento do Batman, os criminosos de Gotham City têm muito o que temer. Com a ajuda do tenente James Gordon e do promotor público Harvey Dent, Batman luta contra o crime organizado. Acuados com o combate, os chefes do crime aceitam a proposta feita pelo Coringa e o contratam para combater o Homem-Morcego.",XXI,Max; Claro tv+; Telecine; Universal+,2026-07-31
219,tt0441909,Volver,Volver,2006,Espanha,Pedro Almodóvar,121,Comédia; Drama; Romance,/m1ZUDGTFtVGE3zjTvF8OiQ9um5e.jpg,"Na classe trabalhadora de Madri, Raimunda precisa lidar com a morte do marido enquanto luta para sustentar sua família. Mas rodeada por três gerações de mulheres — sua irmã Sole, sua filha Paula e sua amiga Augustina — e assombrada pela falecida mãe, Raimunda fará mais do que apenas sobreviver.",XXI,Belas Artes à La Carte; Claro tv+; Filmelier+,2026-07-31
49047,tt1454468,Gravity,Gravidade,2013,EUA / Reino Unido,Alfonso Cuarón,91,Ficção científica; Thriller; Drama,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,"Matt Kowalski é um astronauta experiente que está em missão de conserto ao telescópio Hubble juntamente com a doutora Ryan Stone. Ambos são surpreendidos por uma chuva de destroços decorrente da destruição de um satélite por um míssil russo, que faz com que sejam jogados no espaço sideral. Sem qualquer apoio da base terrestre da NASA, eles precisam encontrar um meio de sobreviver em meio a um ambiente completamente inóspito para a vida humana.",XXI,Max,2026-07-31
398818,tt5726616,Call Me by Your Name,Me Chame Pelo Seu Nome,2017,Itália / França / Brasil / EUA,Luca Guadagnino,132,Romance; Drama,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,"O sensível e único filho da família americana com ascendência italiana e francesa Perlman, Elio está enfrentando outro verão preguiçoso na casa de seus pais na bela e lânguida paisagem italiana quando Oliver, um acadêmico que veio ajudar a pesquisa de seu pai, chega.",XXI,,2026-07-31
466272,tt7131622,Once Upon a Time in Hollywood,Era Uma Vez em… Hollywood,2019,EUA,Quentin Tarantino,161,Comédia; Drama; Thriller,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,"Los Angeles, 1969. O astro de TV Rick Dalton, um ator em dificuldades especializado em faroestes, e o dublê Cliff Booth, seu melhor amigo, tentam sobreviver em uma indústria cinematográfica em constante mudança. Dalton é vizinho da jovem e promissora atriz e modelo Sharon Tate, que acaba de se casar com o prestigiado diretor polonês Roman Polanski.",XXI,Netflix,2026-07-31
161,tt0240772,Ocean's Eleven,Onze Homens e um Segredo,2001,EUA,Steven Soderbergh,116,Thriller; Crime,/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,"Danny Ocean é um homem de ação. Apenas 24 horas após deixar a penitenciária de Nova Jersey ele já está pondo em prática seu mais novo plano: Assaltar três cassinos de Las Vegas em apenas uma noite, em meio à realização de uma luta que vale o título mundial dos peso-pesados. Para tanto, Ocean reúne uma equipe de 11 especialistas a fim de ajudá-lo em seu plano, seguindo sempre três regras básicas: Não ferir ninguém, não roubar alguém que realmente não mereça e seguir o plano como se não tivesse nada a perder.",XXI,Prime Video; Max; Universal+,2026-07-31
8699,tt0357413,Anchorman: The Legend of Ron Burgundy,O Âncora: A Lenda de Ron Burgundy,2004,EUA,Adam McKay,94,Comédia,/mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg,"Nos coloridos anos 70, Ron Burgundy é um famoso âncora de telejornal na cidade de San Diego. Vaidoso, sem uma gota de humildade, e completamente incompetente, ele é admirado pelas mulheres e invejado pelos homens. Trabalhando numa redação pra lá de machista, Ron vê seu reinado de fama ameaçado com a chegada de Veronica, uma jornalista séria e profissional que não vai medir esforços para conseguir seu espaço na emissora. Agora, Ron e seu patético grupo de amigos vão ter de fazer o possível e o impossível para tentar barrar a carreira da intrépida Veronica.",XXI,,2026-07-31
12162,tt0887912,The Hurt Locker,Guerra ao Terror,2008,EUA,Kathryn Bigelow,131,Drama; Thriller; Guerra,/io2dfBJhasvGbgkCX9cCGVOiA99.jpg,"Quando o novo sargento James assume o comando de um esquadrão antibombas na Guerra do Iraque, ele surpreende seus dois subordinados, Sanborn e Eldridge, ao lançá-los em um jogo mortal de combate urbano. À medida que os homens lutam para controlar seu novo líder, a cidade explode em caos.",XXI,Prime Video,2026-07-31
24469,tt1232776,Fish Tank,Aquário,2009,Reino Unido,Andrea Arnold,123,Drama,/rI3MKBDsWzQHi9PWDAMKkgmYcff.jpg,"Fish Tank conta a historia de Mia (Katie Jarvis), uma garota de 15 anos, que vive com sua mãe (Kierston Wareing) e irmã nos subúrbios da Inglaterra. Excluída da escola e desprezada por seus amigos, a vida de Mia muda quando ela conhece Connor (Michael Fassbender), o novo namorado de sua mãe.",XXI,,2026-07-31
98,tt0172495,Gladiator,Gladiador,2000,EUA / Reino Unido,Ridley Scott,155,Ação; Drama; Aventura,/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,"Nos dias finais do reinado de Marcus Aurelius, o imperador desperta a ira de seu filho Commodus ao tornar pública sua predileção em deixar o trono para Maximus, o comandante do exército romano. Sedento pelo poder, Commodus mata seu pai, assume a coroa e ordena a morte de Maximus, que consegue fugir antes de ser pego e passa a se esconder sob a identidade de um escravo e gladiador do Império Romano.",XXI,Prime Video; Telecine,2026-07-31
496243,tt6751668,Parasite,Parasita,2019,Coreia do Sul,Bong Joon-ho,132,Comédia; Thriller; Drama,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"Toda a família de Ki-taek está desempregada, vivendo num porão sujo e apertado. Uma obra do acaso faz com que o filho adolescente da família comece a dar aulas de inglês à garota de uma família rica. Fascinados com a vida luxuosa destas pessoas, pai, mãe, filho e filha bolam um plano para se infiltrarem também na família glamorosa, um a um. No entanto, os segredos e mentiras necessários à ascensão social custarão caro a todos.",XXI,Netflix; Prime Video; Claro tv+; Telecine,2026-07-31
445,tt0387898,Caché,Caché,2005,França / Áustria / Alemanha,Michael Haneke,117,Mistério; Drama; Thriller,/vTzjRi0Uhy0tt3Rjw8SARZZJHlX.jpg,"Um dia Georges (Daniel Auteuil) e sua esposa Anne (Juliette Binoche) recebem uma fita de vídeo com imagens de sua casa, que fora filmada por uma câmara instalada na rua. Depois disso começam a receber desenhos sinistros. Assustado, o casal tenta descobrir o autor daquelas misteriosas ameaças que perturbam a paz de sua família. Logo percebem que quem os persegue conhece mais sobre o seu passado do que eles poderiam esperar.",XXI,Reserva Imovision,2026-07-31
4960,tt0383028,"Synecdoche, New York","Sinédoque, Nova York",2008,EUA,Charlie Kaufman,124,Drama,/5UwdhrjXhUgsiDhe1dpS9z4yj7q.jpg,"A vida está parecendo desanimadora para o diretor de teatro Caden Cotard. Sua esposa e filha o deixaram, sua terapeuta está mais interessada em divulgar seu novo livro do que em ajudá-lo com seus problemas, e uma doença estranha está enfraquecendo seu corpo.",XXI,Looke; MUBI,2026-07-31
38,tt0338013,Eternal Sunshine of the Spotless Mind,Brilho Eterno de uma Mente sem Lembranças,2004,EUA,Michel Gondry,108,Ficção científica; Drama; Romance,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,"Joel se surpreende ao saber que seu amor verdadeiro, Clementine, o apagou completamente de sua memória. Ele decide fazer o mesmo, mas muda de ideia. Preso dentro da própria mente enquanto os especialistas se mantêm ocupados em seu apartamento, Joel precisa avisá-los para parar.",XXI,Claro tv+,2026-07-31
326382,tt3409848,Zama,Zama,2017,Argentina,Lucrecia Martel,115,Drama; História,/kpp9R6iYKSIXxfyW0feVYrk0jsg.jpg,"Final do século XVIII, Don Diego de Zama é um magistrado espanhol do século XVIII, cumprindo castigo em Assunção, esperando ser transferido para Buenos Aires. Quando sua última esperança de partida não dá em nada, Zama se junta a uma expedição para localizar Vicuña Porto, um lendário fora-da-lei, que pode ou não existir, e sai a explorar terras distantes habitadas por índios selvagens.",XXI,,2026-07-31
3989,tt0372588,Team America: World Police,Team America - Detonando o Mundo,2004,EUA,Trey Parker,98,Aventura; Ação; Comédia,/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,"Team America é uma equipe policial que age em âmbito mundial, com a missão de proteger o planeta de ameaças e garantir sua estabilidade. Após descobrir que um perigoso ditador está armazenando armas em seu país, uma equipe do Team America é enviada para combatê-lo. Entre eles está Gary Johnston, um astro da Broadway que recebe a missão de usar seus talentos dramáticos para combater a ameaça.",XXI,,2026-07-31
76341,tt1392190,Mad Max: Fury Road,Mad Max: Estrada da Fúria,2015,Austrália / EUA,George Miller,120,Ação; Aventura; Ficção científica,/ulcAi4dKpAjHwYGS08vNyx9H6I9.jpg,"Em um mundo apocalíptico, Max Rockatansky acredita que a melhor forma de sobreviver é não depender de ninguém. Porém, após ser capturado pelo tirano Immortan Joe e seus rebeldes, Max se vê no meio de uma guerra mortal, iniciada pela imperatriz Furiosa que tenta salvar um grupo de garotas. Também tentando fugir, Max aceita ajudar Furiosa. Dessa vez, o tirano Joe está ainda mais implacável pois teve algo insubstituível roubado.",XXI,Max; Claro tv+; Telecine,2026-07-31
336050,tt3808342,Son of Saul,Filho de Saul,2015,Hungria,László Nemes,107,Guerra; Drama; Thriller,/9ZcX6NjCJam5uwkooXffhHI29Lj.jpg,"1944, campo de concentração de Auschwitz, durante a Segunda Guerra Mundial. Saul (Géza Röhrig) é um judeu obrigado a trabalhar para os nazistas, sendo um dos responsáveis em limpar as câmaras de gás após dezenas de outros judeus serem mortos. Em meio à tensão do momento e às dificuldades inerentes desta tarefa, ele reconhece entre os mortos o corpo de seu próprio filho.",XXI,,2026-07-31
467244,tt7160372,The Zone of Interest,Zona de Interesse,2023,Reino Unido / Polônia,Jonathan Glazer,105,Drama; História; Guerra,/hUu9zyZmDd8VZegKi1iK1Vk0RYS.jpg,"O comandante Rudolf Höss e sua esposa Hedwig, desfrutam de uma vida aparentemente comum em uma casa com um belo jardim. Mas, por trás da fachada de tranquilidade, a família feliz vive, na verdade, ao lado do campo de concentração de Auschwitz. O dia-a dia destes personagens se desenrola entre os gritos abafados de desespero de um genocídio do qual eles tem as mãos manchadas de sangue.",XXI,Prime Video; Diamond Films,2026-07-31
10712,tt0297884,Far From Heaven,Longe do Paraíso,2002,EUA / França,Todd Haynes,107,Drama; Romance,/9gQuvFDRPLx39smUvyafm36tp0d.jpg,"Nos anos 50, uma mulher leva sua vida dividida entre seu casamento, filhos e eventos sociais até descobrir um segredo sobre seu marido, que colocará em xeque todas as suas incertezas.",XXI,,2026-07-31
9693,tt0206634,Children of Men,Filhos da Esperança,2006,Reino Unido / EUA,Alfonso Cuarón,109,Ficção científica; Thriller; Ação,/k9IAS4TehZFcKi4HVByxZNPfqex.jpg,"No ano de 2027, a infertilidade é uma ameaça real para a civilização, e o último humano a nascer em anos acaba de morrer. Frente a um cenário pessimista sobre o futuro, um burocrata desiludido se torna o herói improvável que pode salvar a humanidade. Para isso, ele enfrenta seus próprios demônios e tenta proteger a última esperança do planeta: uma jovem mulher milagrosamente grávida, descoberta pela ativista inteligente com quem fora casado.",XXI,,2026-07-31
46207,tt1135952,White Material,"Minha Terra, África",2010,França / Camarões,Claire Denis,102,Drama,/qqQOsXOf7HvoWVWjOLuKpGQFjMh.jpg,"“White Material”, Claire Denis volta à África, onde passou a infância e onde baseou seu longa-metragem de estreia, “Chocolat” (1988). Com uma câmera intimista, que já virou sua marca, ela nos leva à história de Maria (Isabelle Huppert), uma branca de origem francesa que, em meio à guerra civil, se recusa a deixar uma fazenda de cultivo de café. Denis filma, de forma muito bonita, a conexão que Maria tem com a província agrícola em que se acostumou a viver. O espectador compreende, assim, a alegria que Maria sente em um passeio de moto, com o sol no rosto e os cabelos ao vento, sua íntima relação com a terra, que revira com força, caso seja necessário, e sua desenvoltura com a lida agrária.  Gênero: Drama",XXI,,2026-07-31
16869,tt0361748,Inglourious Basterds,Bastardos Inglórios,2009,EUA / Alemanha,Quentin Tarantino,153,Drama; Thriller; Guerra,/aupnPtagH9JVBuMrGEanf4iqXEQ.jpg,"Durante a Segunda Guerra Mundial, na França, um grupo de judeus americanos conhecidos como Bastardos espalha o terror entre o terceiro Reich. Ao mesmo tempo, Shosanna, uma judia que fugiu dos nazistas, planeja vingança quando um evento em seu cinema reunirá os líderes do partido.",XXI,Prime Video; Telecine; Universal+,2026-07-31
505192,tt8075192,Shoplifters,Assunto de Família,2018,Japão,Hirokazu Kore-eda,121,Drama; Crime; Thriller,/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg,"Depois de uma de suas sessões de furtos, Osamu e seu filho se deparam com uma garotinha escondida. A princípio relutam em ajudar a menina, mas a esposa de Osamu concorda em  abrigar e cuidar dela depois de descobrir as dificuldades que ela enfrenta. Embora a família seja pobre e mal ganhem dinheiro com os pequenos crimes que cometem, eles parecem viver felizes juntos até que um incidente revela segredos escondidos, testando os laços que os unem.",XXI,Globoplay,2026-07-31
598,tt0317248,City of God,Cidade de Deus,2002,Brasil,Fernando Meirelles,130,Drama; Crime,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,"Buscapé é um jovem morador da Cidade de Deus que cresce em meio à violência. Com medo de se tornar um bandido, enxerga na fotografia uma oportunidade de ter uma vida digna.",XXI,Netflix; Max; Globoplay,2026-07-31
